date,mean_total_daily_precip_ukl,mean_total_daily_precip_williamson,mean_total_daily_precip_sprague
2025-06-03,0,0,0
2025-06-04,0,0,0
2025-06-05,0,0,0
2025-06-06,0,0,0
2025-06-07,0,0,0
2025-06-08,0,0,0
2025-06-09,0,0,0
2025-06-10,0,0,0
2025-06-11,0.032,0.01,0.119
2025-06-12,0,0,0.012
2025-06-13,0,0,0.005
2025-06-14,0.003,0,0.005
2025-06-15,0,0,0
2025-06-16,0.001,0,0.004
2025-06-17,0,0,0.005
2025-06-18,0,0,0.004
2025-06-19,0,0,0
2025-06-20,0.002,0,0
2025-06-21,0.161,0.035,0.005
2025-06-22,0.171,0.039,0.026000000000000002
2025-06-23,0,0,0.002
2025-06-24,0.001,0,0.006
2025-06-25,0,0,0
2025-06-26,0,0,0
2025-06-27,0,0,0
2025-06-28,0,0,0
2025-06-29,0,0,0
2025-06-30,0,0,0
2025-07-01,0.07100000000000001,0.008,0.008
2025-07-02,0.011,0.02,0.05
2025-07-03,0.005,0,0.003
2025-07-04,0.058,0.076,0.022
2025-07-05,0.003,0.057,0.126
2025-07-06,0,0,0.012
2025-07-07,0.001,0,0.003
2025-07-08,0,0,0
2025-07-09,0,0,0
2025-07-10,0,0,0
2025-07-11,0,0,0
2025-07-12,0.01,0,0
2025-07-13,0,0,0
2025-07-14,0,0,0
2025-07-15,0,0,0
